id,nome,cidade
p1853,Mariana Ferreira,Sampaio
p1854,Srta. Valentina Pereira,Alves
p1855,Sra. Ana Garcia,Campos das Pedras
p1856,Benjamin Farias,Souza Grande
p1857,Samuel Pinto,Jesus do Galho
p1858,Isabela Mendonça,Câmara de Alves
p1859,Nathan Cunha,Mendonça do Campo
p1860,Rhavi Pinto,Cassiano do Galho
p1861,Davi Lucas Silveira,Cirino
p1862,Esther Pires,Borges Grande
p1863,Francisco Leão,Teixeira Verde
p1864,Luigi da Mota,Aragão de Garcia
p1865,Vitor Gabriel Guerra,Caldeira
p1866,Danilo Carvalho,Novaes
p1867,Caio Fonseca,Leão de Viana
p1868,Evelyn Almeida,da Conceição do Oeste
p1869,Thiago Azevedo,Montenegro
p1870,Dr. Davi Miguel da Luz,Nogueira do Oeste
p1871,Henry Pinto,Nunes de Guerra
p1872,Daniel Cassiano,Mendes
p1873,Isabel Nogueira,Rios do Oeste
p1874,Isabela Costela,Nunes da Mata
p1875,Stephany Azevedo,Pastor do Amparo
p1876,Eloah Correia,da Rocha
p1877,Zoe Fogaça,Porto de Costela
p1878,Lavínia Porto,Almeida do Sul
p1879,Maria Lima,Sá
p1880,Alexia Pires,da Mota
p1881,Mirella Freitas,Porto de Cavalcante
p1882,Léo Câmara,Silva do Campo
p1883,João Pedro Cassiano,Lopes
p1884,Bárbara Barros,Cunha
p1885,Bernardo Nunes,Cavalcante
p1886,Yasmin Teixeira,Lima de Brito
p1887,Davi Lucca Cavalcante,Gomes Paulista
p1888,Maria Alice Guerra,Albuquerque
p1889,Maria Eduarda Pastor,da Cunha
p1890,Sr. Miguel Mendes,Freitas
p1891,Luigi Sousa,Pimenta
p1892,Ravi Lucca Rodrigues,da Mota das Flores
p1893,Pedro Vargas,Cunha do Galho
p1894,Benjamim Vargas,Santos
p1895,Lara Rios,Almeida do Sul
p1896,Bryan Marques,Azevedo da Prata
p1897,Stephany Pastor,Barbosa
p1898,Matheus Campos,Abreu de Goiás
p1899,Allana Casa Grande,Borges
p1900,Heloísa Dias,Ribeiro de Minas
p1901,Breno Silveira,Vieira
p1902,Murilo Ribeiro,Costa de da Paz
p1903,Dra. Eloá Lopes,Albuquerque
p1904,Laura Fernandes,Marques
p1905,Alexia Andrade,Rodrigues Paulista
p1906,Larissa Mendes,Costela
p1907,Maria Fernanda Novaes,Cardoso do Campo
p1908,Laura Gomes,Almeida
p1909,Sofia Albuquerque,Rodrigues de Porto
p1910,Srta. Luna Sales,Pastor
p1911,Manuela Teixeira,Pastor do Galho
p1912,Kevin Nunes,da Rosa
p1913,Sophia Alves,da Rosa de Minas
p1914,Maitê Sá,Correia
p1915,Brenda Fernandes,Albuquerque das Flores
p1916,Diego Costela,Vieira da Serra
p1917,Ágatha Guerra,Silva da Mata
p1918,Otto Cavalcante,Correia Alegre
p1919,Sr. Bernardo Rodrigues,Pinto
p1920,Fernanda Caldeira,Caldeira de Cavalcante
p1921,Dra. Milena Moraes,Costa da Serra
p1922,Dr. Benjamim Vargas,Fonseca
p1923,Srta. Liz Marques,Costa
p1924,Enrico Barbosa,da Paz dos Dourados
p1925,Samuel Moraes,Farias
p1926,Marina Marques,Alves de da Paz
p1927,Alice Fonseca,Rocha de Monteiro
p1928,Théo Camargo,Carvalho
p1929,Liz da Rocha,Novaes Grande
p1930,Mariane Pinto,Cavalcante de Cavalcanti
p1931,Benjamin Almeida,Jesus
p1932,Pedro Lucas Costa,Garcia da Prata
p1933,Marcos Vinicius da Rocha,Nunes
p1934,Ana Carolina da Mota,Ferreira do Galho
p1935,Luísa Moura,Brito de Goiás
p1936,Ana Cecília Martins,Costa
p1937,Clara da Luz,Dias Grande
p1938,Pietra Nogueira,Porto
p1939,Gael Henrique Pastor,Cunha
p1940,Sofia Gomes,Viana
p1941,Sra. Carolina da Rocha,Guerra
p1942,Rael Nogueira,Nascimento dos Dourados
p1943,Yago Leão,Guerra do Oeste
p1944,Francisco Sampaio,Leão
p1945,Ian Gomes,Rios Paulista
p1946,Srta. Maria Luiza Pires,Porto de Rios
p1947,Heitor Freitas,da Costa das Flores
p1948,Elisa Barros,Vieira da Prata
p1949,Marina Farias,Brito
p1950,Heloísa Souza,Barbosa
p1951,Asafe Nascimento,Nogueira de Almeida
p1952,Sra. Liz Porto,Guerra das Flores
p1953,Vinícius Rios,Cavalcante
p1954,João Lucas Fernandes,Mendonça
p1955,João Gabriel Rodrigues,Azevedo
p1956,José Miguel Araújo,Farias Grande
p1957,Luiz Gustavo Mendonça,Almeida
p1958,Dr. João Guilherme Cassiano,Moraes
p1959,Samuel Ferreira,Costela Paulista
p1960,Melina Sousa,Camargo
p1961,Davi Lucca Marques,Siqueira do Oeste
p1962,Maria Cecília Camargo,Costa
p1963,Antony da Paz,Cassiano de Minas
p1964,Luiz Felipe Rodrigues,Casa Grande da Mata
p1965,Sophie Abreu,Camargo
p1966,Vitória Rezende,Montenegro
p1967,Luiz Gustavo Siqueira,da Cruz de Goiás
p1968,Liz Borges,Cavalcanti
p1969,Otávio Viana,Rodrigues de Rocha
p1970,Dr. Vitor Hugo Moraes,Nascimento de Minas
p1971,Léo Martins,Casa Grande
p1972,Alícia Nascimento,Vieira do Oeste
p1973,Sarah Gomes,Farias
p1974,Dra. Jade Dias,Pacheco de Nogueira
p1975,Henry Gabriel Peixoto,Martins
p1976,Dr. Vitor Rios,Costa
p1977,Fernanda da Paz,Lopes de Goiás
p1978,Antony Cunha,Novais
p1979,Luna Barros,Dias Grande
p1980,Dra. Sophia Nogueira,Sousa de Siqueira
p1981,Kevin Castro,Casa Grande
p1982,Anna Liz Cunha,da Luz de Sales
p1983,Dra. Milena Mendonça,Cunha de Cassiano
p1984,Miguel Pereira,Araújo de Goiás
p1985,Thales Teixeira,Moraes da Serra
p1986,Calebe Santos,Sampaio
p1987,Zoe Nunes,Mendonça de Nunes
p1988,José Pedro Gomes,Souza do Amparo
p1989,Sr. Antônio Freitas,Câmara
p1990,Aylla Andrade,Martins
p1991,Brenda Moura,Novaes
p1992,Bruna Alves,Moraes de da Luz
p1993,Benício Nunes,Vieira da Praia
p1994,Juan Nogueira,da Paz das Pedras
p1995,Cecilia Abreu,Câmara
p1996,Luiz Henrique da Rocha,Silveira do Norte
p1997,Davi Miguel Freitas,Lima de Farias
p1998,Raul Sousa,Farias
p1999,Maria Laura Andrade,Carvalho
p2000,André Araújo,Nascimento de da Cunha
p2001,Amanda Aparecida,Martins Alegre
p2002,Isabelly Alves,Costa
p2003,Ryan Macedo,Fernandes
p2004,Brenda Andrade,Cunha
p2005,Yasmin Farias,Viana de Abreu
p2006,Julia Mendonça,Marques das Flores
p2007,Alexia Rocha,Abreu de Carvalho
p2008,Sofia Montenegro,Martins da Mata
p2009,Otto da Paz,Gomes
p2010,Anthony Azevedo,da Cunha das Flores
p2011,Calebe Ribeiro,Casa Grande
p2012,Gabriel Garcia,Silva de Cunha
p2013,Davi Andrade,Andrade
p2014,Dr. Samuel Peixoto,Peixoto
p2015,Maria Júlia Alves,Cavalcanti
p2016,Laura da Paz,Câmara
p2017,Vitor Hugo Moreira,Casa Grande de Cassiano
p2018,Bruno Guerra,Pacheco
p2019,Caroline Camargo,Farias do Campo
p2020,Emanuel Azevedo,Gonçalves
p2021,Dr. Vitor Gabriel Farias,Moreira do Oeste
p2022,Raquel Pimenta,Aparecida de Santos
p2023,Maria Eduarda Lopes,Moreira
p2024,Sr. João Gabriel Aragão,Garcia do Galho
p2025,Agatha Rodrigues,das Neves do Norte
p2026,Sr. Benício Câmara,Moreira
p2027,Ian Abreu,Cavalcanti
p2028,Lucas Sá,Vieira
p2029,Dom Alves,Castro
p2030,Pedro Lucas Pinto,Almeida da Praia
p2031,Maria Júlia Nunes,Gomes
p2032,Ravy Cavalcante,Porto
p2033,Maria Laura Costela,Lopes
p2034,Ana Julia Silveira,Santos de Macedo
p2035,Luiz Gustavo Castro,Gonçalves do Campo
p2036,Elisa Rodrigues,Sales Verde
p2037,Yuri Monteiro,da Paz
p2038,Carolina Nascimento,Rios
p2039,Srta. Daniela Rezende,Cardoso
p2040,Maitê Lima,Borges de Minas
p2041,Caio Marques,Câmara de da Mata
p2042,Valentim Fernandes,Abreu de Aparecida
p2043,Lavínia Ferreira,Teixeira
p2044,Caroline Freitas,Martins do Sul
p2045,Catarina Azevedo,Vieira do Amparo
p2046,Camila Andrade,Aragão do Sul
p2047,Eduarda Mendonça,Mendes do Sul
p2048,Yuri da Mata,Nunes
p2049,Dra. Kamilly Nascimento,Cirino
p2050,Dr. Pedro Miguel Fernandes,Viana do Sul
p2051,Ana Liz Novais,Peixoto de Abreu
p2052,Amanda Cavalcante,Moura
p2053,Isaque Vargas,Guerra
p2054,Isabelly Sampaio,Ferreira de da Rosa
p2055,Sabrina Jesus,Silveira de Minas
p2056,Helena Cardoso,Albuquerque da Praia
p2057,Ana Sophia Farias,Fernandes de Correia
p2058,Apollo Garcia,Sampaio
p2059,Maria Clara da Paz,Freitas
p2060,Elisa Pereira,Moura
p2061,Sr. Kaique Moreira,Castro
p2062,Dra. Manuella da Rocha,da Paz do Campo
p2063,Anna Liz Rezende,Fonseca do Oeste
p2064,Alexia Melo,Fogaça de Minas
p2065,Dr. Diego Cavalcante,Castro
p2066,Agatha Freitas,Moreira do Campo
p2067,Gabriel Pires,Rios
p2068,Srta. Isabella Peixoto,Vasconcelos do Galho
p2069,Mariah Sousa,Pacheco
p2070,Antony da Mata,Cavalcanti
p2071,Noah Teixeira,Azevedo
p2072,Mirella Cassiano,Campos
p2073,Manuella Andrade,Brito do Amparo
p2074,Sra. Eduarda Silveira,Albuquerque da Prata
p2075,Benjamim Aparecida,Sampaio
p2076,Vicente Souza,Martins de Mendes
p2077,Júlia Costa,Moura de Camargo
p2078,Bruno Mendonça,Borges Grande
p2079,Sra. Fernanda Azevedo,Ribeiro de Dias
p2080,Rebeca Souza,Gonçalves
p2081,Yago Teixeira,Gonçalves do Amparo
p2082,Ester Sampaio,Rodrigues das Pedras
p2083,Sabrina Sampaio,Oliveira
p2084,Dra. Ana Júlia Sousa,da Rocha do Sul
p2085,Kaique das Neves,Monteiro
p2086,Dra. Stella Camargo,Alves
p2087,Amanda Pimenta,Leão da Praia
p2088,Olivia da Rosa,Cunha
p2089,João Felipe Gonçalves,Mendes
p2090,Nicolas Vargas,Caldeira
p2091,Otto Novaes,Moraes do Sul
p2092,Mariana Moraes,Freitas
p2093,Arthur Miguel da Conceição,Vargas
p2094,Mateus Rezende,Machado da Praia
p2095,Ana Beatriz Brito,Sampaio das Flores
p2096,Isabelly Cirino,Moura de Viana
p2097,Ian Cavalcanti,Caldeira
p2098,Leandro Carvalho,Azevedo das Flores
p2099,Alexia Casa Grande,das Neves
p2100,Olívia Pimenta,da Rosa
p2101,João Vitor Borges,Silveira Alegre
p2102,Dra. Laís Ribeiro,Pastor da Mata
p2103,Maria Eduarda Pires,da Cruz da Prata
p2104,Bárbara Vieira,Moreira
p2105,Pietro da Cruz,Ramos de Minas
p2106,Josué Ramos,Cunha
p2107,Rodrigo Costela,Gonçalves do Galho
p2108,Nina Azevedo,da Rosa do Oeste
p2109,João Pedro Correia,Machado de Souza
p2110,Rafael Andrade,Duarte
p2111,Carolina Pinto,Melo
p2112,Rodrigo Andrade,Vieira do Sul
p2113,Srta. Maria Julia Nascimento,Oliveira Paulista
p2114,Antonella Castro,Jesus
p2115,Sra. Ana Lívia Ribeiro,Machado
p2116,Raquel Souza,Vargas
p2117,Natália Araújo,Peixoto
p2118,Dr. Davi Luiz Alves,Casa Grande de Cavalcanti
p2119,Srta. Maria Sophia Abreu,Aparecida das Flores
p2120,Lorena Mendonça,Borges
p2121,Renan Martins,da Luz das Flores
p2122,Francisco Vieira,da Rosa
p2123,Lívia Santos,Ribeiro dos Dourados
p2124,Isabelly Araújo,Marques da Praia
p2125,Henry Gabriel Macedo,Campos da Mata
p2126,Matheus Lima,Mendes
p2127,Josué Freitas,Brito
p2128,Dra. Valentina Freitas,da Cunha do Oeste
p2129,Benicio Guerra,Monteiro Paulista
p2130,Dra. Ana Luiza Casa Grande,Nogueira Paulista
p2131,Gustavo Almeida,da Cunha
p2132,Bruno Ramos,Duarte
p2133,Luigi Cavalcanti,Novais de Jesus
p2134,Dr. Felipe Siqueira,Sá do Sul
p2135,Srta. Beatriz Andrade,da Cruz
p2136,Dr. Dante Siqueira,Leão
p2137,Mathias Sampaio,Aparecida do Norte
p2138,Olivia Farias,Siqueira
p2139,Valentim Souza,Viana de Sales
p2140,Agatha Rezende,Castro
p2141,Leonardo Campos,Rocha do Norte
p2142,Isabela Campos,Vieira
p2143,Arthur Porto,Novaes de Santos
p2144,Dr. José Pedro Novaes,Sousa da Praia
p2145,Gustavo Henrique Novais,Camargo
p2146,João Borges,da Costa Alegre
p2147,Giovanna Barbosa,da Paz
p2148,Mariah Viana,Souza
p2149,Brenda Sousa,Pacheco da Praia
p2150,Dra. Luana Gomes,da Costa de Fogaça
p2151,Arthur Miguel Casa Grande,Sampaio
p2152,Alexia Peixoto,Silva
p2153,Isadora Marques,Oliveira
p2154,Dr. Benicio Pinto,Albuquerque do Amparo
p2155,Luiza Rios,Nogueira de Melo
p2156,Enzo Almeida,Santos
p2157,Caleb Pastor,Cavalcante
p2158,Bernardo Melo,Barbosa de Santos
p2159,Dr. Paulo Aragão,Barros
p2160,Cauã Nunes,Vieira
p2161,Nina Borges,da Mota
p2162,Luiz Felipe Alves,Guerra
p2163,Miguel da Conceição,Viana
p2164,Ana Clara Borges,Montenegro dos Dourados
p2165,João Guilherme Almeida,Mendes dos Dourados
p2166,Maitê Martins,Sales da Mata
p2167,Sra. Valentina Guerra,Cassiano do Oeste
p2168,Otávio Casa Grande,Souza
p2169,Rael Mendonça,da Mota de Minas
p2170,Olívia Leão,Ramos de Siqueira
p2171,Luiz Otávio Viana,Camargo do Sul
p2172,Vitor da Rosa,Gonçalves Paulista
p2173,Anthony Gabriel Cavalcante,Pastor da Serra
p2174,Sra. Ana Liz Campos,Cardoso
p2175,Benjamin Gonçalves,Pacheco da Mata
p2176,Dra. Maria Isis Leão,Leão da Serra
p2177,Carlos Eduardo Costa,Camargo de Melo
p2178,João Felipe Pimenta,da Mata de Pacheco
p2179,Marcos Vinicius Porto,Nunes Alegre
p2180,Sra. Joana Caldeira,Farias
p2181,Gustavo Henrique Barbosa,Cavalcanti de Lopes
p2182,Ana Liz Pimenta,Mendonça do Campo
p2183,Ísis Nunes,Duarte Grande
p2184,Srta. Maria Eduarda Ramos,Novais da Praia
p2185,Larissa Marques,Cardoso
p2186,Luara Almeida,Azevedo
p2187,Lívia Macedo,Nunes das Pedras
p2188,Lívia Ramos,Pimenta de Goiás
p2189,Emilly Rezende,Rezende
p2190,Cauê Viana,Fernandes
p2191,Emanuella Porto,da Luz
p2192,Pedro Pacheco,Gomes
p2193,Gabriela Sá,Brito de Mendonça
p2194,Sr. Yago Macedo,Santos
p2195,Samuel Moraes,Silveira
p2196,Sr. Marcelo Albuquerque,Câmara das Pedras
p2197,Pedro Sampaio,Aragão da Serra
p2198,Maria Luísa Vargas,da Mota de Costa
p2199,Anna Liz Rodrigues,Duarte
p2200,Brayan da Cruz,Barros de Cirino
p2201,Leandro Almeida,Jesus
p2202,Caroline Cassiano,Rios do Norte
p2203,Sr. Ravi Lucca Pacheco,da Rocha
p2204,Anthony Gabriel da Mata,Gonçalves
p2205,Pietra Lima,Sampaio
p2206,Sr. Gael Henrique Freitas,Fogaça do Norte
p2207,Lara Rios,Viana
p2208,Sophia Lima,Aragão da Praia
p2209,Hellena da Cruz,Abreu das Flores
p2210,Lara Andrade,Cassiano
p2211,Isabel Nunes,da Conceição
p2212,Ana Julia da Cunha,Moreira da Mata
p2213,Maria Clara Fogaça,Azevedo
p2214,Sarah Fonseca,Novais de Monteiro
p2215,Gael Henrique Garcia,Cardoso
p2216,Allana Souza,Pinto de Fogaça
p2217,Sra. Ágatha Novais,Rezende
p2218,Pedro Henrique Andrade,da Costa das Flores
p2219,Ana Liz Melo,Jesus de da Cruz
p2220,Dr. Luiz Gustavo Pinto,da Rosa
p2221,Dr. Theodoro Peixoto,Fogaça
p2222,Stephany Pimenta,Cunha
p2223,Leonardo Garcia,Barros
p2224,Vinicius Rocha,Novais Verde
p2225,Dr. Theo da Paz,das Neves
p2226,Srta. Isabel Brito,Melo
p2227,Arthur Câmara,Cassiano
p2228,Dra. Maria Luísa Silva,Porto de Cardoso
p2229,Maria Cecília Carvalho,Pacheco Paulista
p2230,Vicente Siqueira,Casa Grande
p2231,Cauã Gonçalves,Teixeira de Almeida
p2232,Theodoro Campos,Ramos
p2233,Davi Miguel Aparecida,Jesus de Minas
p2234,Larissa Sousa,Casa Grande da Prata
p2235,Juliana das Neves,Cavalcante de Sá
p2236,Liam Nascimento,Cassiano
p2237,Ana Laura Freitas,da Cruz
p2238,Yuri Dias,Rios de Andrade
p2239,Ágatha Gomes,Mendes
p2240,Dr. Juan Montenegro,Pastor Verde
p2241,Dr. Francisco Pimenta,Farias de Araújo
p2242,Pietro Barbosa,Rocha de Minas
p2243,Srta. Emilly Caldeira,Lima do Amparo
p2244,Natália Garcia,Caldeira de Oliveira
p2245,Benjamim Pastor,Aragão de Fonseca
p2246,Vitor Hugo Duarte,da Conceição da Mata
p2247,Ravy Araújo,Oliveira
p2248,Benjamin da Conceição,Ferreira
p2249,Antony Viana,Barros das Flores
p2250,Dr. Paulo Cavalcanti,Abreu de Fernandes
p2251,João Vitor Martins,Aparecida da Serra
p2252,Mathias Farias,Souza de da Cunha
p2253,Anthony Gabriel Peixoto,Macedo
p2254,Alana Cirino,Gonçalves das Pedras
p2255,Dr. Pedro Azevedo,Correia Alegre
p2256,Oliver Castro,das Neves
p2257,Elisa Mendes,Vieira
p2258,Lorenzo Macedo,Jesus da Praia
p2259,Sra. Olivia Marques,Ferreira
p2260,Mariane da Rosa,Peixoto
p2261,Daniela Azevedo,da Mata
p2262,Otávio Cavalcante,Guerra
p2263,Ana Vitória Farias,Teixeira das Pedras
p2264,Dra. Juliana Cavalcante,Azevedo dos Dourados
p2265,Sr. Lucas Gabriel da Mota,da Mota do Amparo
p2266,Yasmin Mendes,Nogueira de da Costa
p2267,Davi Duarte,Fernandes do Norte
p2268,Anthony Nogueira,da Cruz da Praia
p2269,Thomas Porto,Cavalcante
p2270,Ana Luiza das Neves,Costa
p2271,Nathan das Neves,Carvalho do Campo
p2272,Dra. Carolina Aparecida,Sampaio de Moura
p2273,Maria Júlia Rodrigues,Casa Grande
p2274,Sra. Gabrielly da Rosa,Porto de Aparecida
p2275,Dr. Erick Sales,da Costa do Sul
p2276,Theo Macedo,Lima de Pinto
p2277,Sr. Arthur Barros,da Mota de Jesus
p2278,Valentina Siqueira,da Paz
p2279,Isaque Cassiano,Sales
p2280,Gabrielly Marques,Borges
p2281,Aurora Câmara,Costela
p2282,Carolina da Mata,da Costa
p2283,Dra. Olívia Souza,da Rocha do Campo
p2284,Oliver Andrade,da Conceição do Norte
p2285,Lorenzo da Paz,da Mota
p2286,Theo Abreu,Freitas da Praia
p2287,Henry Gabriel Azevedo,Sampaio
p2288,Letícia Alves,Duarte
p2289,Vitor Gabriel Lima,Vasconcelos Paulista
p2290,Marina da Mata,Casa Grande
p2291,Léo Borges,Melo Grande
p2292,Sr. Murilo Gomes,Nascimento de Gonçalves
p2293,Luna Alves,Alves
p2294,Lívia Fogaça,Ramos
p2295,Bernardo da Paz,Guerra de Gomes
p2296,Maria Eduarda da Cruz,da Rocha da Praia
p2297,Alexandre Guerra,Araújo Paulista
p2298,Dra. Marina Barbosa,Pastor de Mendes
p2299,Gabrielly Costa,Mendonça dos Dourados
p2300,Ana Sophia Costa,da Paz
p2301,Isaque Castro,Garcia do Oeste
p2302,Igor Macedo,Martins da Praia
p2303,Alexandre Guerra,Andrade de Fernandes
p2304,Maria Luiza Barbosa,da Mota do Oeste
p2305,Esther Rocha,Duarte de da Conceição
p2306,Theodoro Peixoto,Campos
p2307,Sr. Luiz Miguel Pires,Rezende Verde
p2308,Isabela Teixeira,Pastor de Borges
p2309,Aylla Rios,Pacheco
p2310,Sr. Pedro Pereira,Santos
p2311,Lucca Mendes,Monteiro
p2312,Sra. Sarah Barros,Teixeira da Praia
p2313,Cecilia Sousa,Almeida da Mata
p2314,Apollo Casa Grande,Siqueira de Minas
p2315,Maitê Mendes,Pinto
p2316,Stephany Porto,Ramos de Nunes
p2317,Maria Alice Aragão,Martins
p2318,Augusto Marques,Rodrigues do Campo
p2319,Marcos Vinicius Moura,Costela
p2320,Carolina da Costa,Vasconcelos
p2321,Benjamim Novais,Macedo das Flores
p2322,Augusto Cirino,Gonçalves Paulista
p2323,Raquel da Costa,Aragão Paulista
p2324,Rebeca Fogaça,Pereira
p2325,Lara Correia,Santos do Amparo
p2326,Esther Gonçalves,Correia
p2327,Levi Cassiano,Gonçalves da Praia
p2328,Lucas Cardoso,Viana
p2329,Sr. Luiz Gustavo Vargas,Sousa
p2330,Evelyn da Luz,Cavalcanti
p2331,Catarina Pires,Araújo
p2332,Isabela Nascimento,Pimenta
p2333,Henrique Silveira,da Rocha do Galho
p2334,Benicio Santos,Nogueira
p2335,Ana Lívia Montenegro,Pereira
p2336,Alice Farias,Andrade do Sul
p2337,Dr. Arthur Miguel Lopes,Sá da Mata
p2338,Ayla Aragão,da Rosa Verde
p2339,Sra. Isabella Nunes,Duarte dos Dourados
p2340,Augusto Silveira,Rezende do Amparo
p2341,Brayan Novais,Pacheco do Campo
p2342,Dra. Ana Cecília Costela,Sampaio das Pedras
p2343,Gabriel Porto,Moraes
p2344,Luísa Peixoto,Silveira
p2345,Carolina Costa,Fogaça
p2346,Luiz Miguel Cirino,Vasconcelos da Prata
p2347,Leandro Sales,Nogueira do Sul
p2348,Guilherme Borges,Barbosa
p2349,Marcos Vinicius Martins,Mendonça de Ramos
p2350,Raul da Rocha,Silveira
p2351,Dr. Renan da Cruz,Freitas de Moura
p2352,Brenda Castro,Vargas
p2353,Gael Henrique Nogueira,Marques Paulista
p2354,João Guilherme Aparecida,da Costa do Sul
p2355,Henry Gabriel Martins,Dias de Goiás
p2356,Rafael Melo,Costa de Mendonça
p2357,Sra. Hellena Cavalcanti,Marques do Campo
p2358,Carolina Campos,Pacheco de Macedo
p2359,Allana Azevedo,Andrade de Campos
p2360,Thiago Cirino,Costela do Amparo
p2361,Dom Pastor,Lopes do Campo
p2362,Emanuelly das Neves,Novais da Praia
p2363,Maria Laura Pacheco,Farias
p2364,Alana Peixoto,Brito
p2365,Maria Cecília Nascimento,Cavalcante
p2366,Yan da Cruz,Nogueira de Câmara
p2367,Isabelly Novaes,Novais
p2368,Ian Oliveira,Siqueira
p2369,Yasmin Barbosa,Silva de Goiás
p2370,Maria Luiza das Neves,da Luz
p2371,Antônio Vargas,Montenegro de Pacheco
p2372,Fernando Freitas,Macedo
p2373,Natália Pinto,Barbosa Grande
p2374,Laís Lopes,Cavalcanti
p2375,Ana Carolina da Rocha,Monteiro
p2376,Yago Azevedo,da Mata
p2377,Sr. Benício Albuquerque,Fogaça
p2378,Mariah Sousa,Cassiano do Norte
p2379,Arthur Miguel Sampaio,Viana
p2380,Hadassa Fonseca,Rocha
p2381,Gabrielly Abreu,Cirino
p2382,Ana Beatriz Azevedo,Silveira
p2383,Alice Fernandes,Brito
p2384,Sr. Danilo Cardoso,Guerra
p2385,Sophie Almeida,Mendonça Paulista
p2386,Sr. Vitor Hugo Almeida,Porto de Gonçalves
p2387,Cecilia Viana,Silveira da Praia
p2388,Dr. Benjamim Abreu,Alves de Moura
p2389,Sra. Letícia Teixeira,Pimenta
p2390,Cauê Rodrigues,Silveira
p2391,Nathan Garcia,Freitas das Pedras
p2392,Eduarda Gomes,Pacheco da Prata
p2393,Ísis Melo,Rios de Marques
p2394,Maria Julia Moreira,Abreu
p2395,Maria Fernanda Macedo,da Luz de da Cunha
p2396,Cecília da Cunha,Cassiano do Campo
p2397,Eduardo Ribeiro,Garcia
p2398,Vinicius da Conceição,Sales do Galho
p2399,Alícia da Luz,Monteiro
p2400,Maria Clara Silva,Fernandes da Serra
p2401,Sophia Câmara,Borges
p2402,Lara Vieira,Pereira
p2403,Luiz Henrique Sales,da Rosa das Pedras
p2404,Samuel Sousa,Gomes
p2405,Gabriel Rodrigues,Pimenta
p2406,Otto Costela,Novais
p2407,Luigi Andrade,Barros do Sul
p2408,Dr. Guilherme Ramos,Duarte de Abreu
p2409,Luana das Neves,Mendes da Praia
p2410,Dr. Joaquim Cassiano,Carvalho de Minas
p2411,Carolina Vasconcelos,da Mota de das Neves
p2412,Lunna Cavalcante,Dias do Galho
p2413,Isaac Cavalcanti,Brito do Sul
p2414,Luiz Felipe Guerra,Fonseca Grande
p2415,Enrico Sales,Castro
p2416,Gabriel Cirino,Caldeira dos Dourados
p2417,Arthur Miguel Dias,Freitas da Praia
p2418,Isadora Costela,Pinto do Galho
p2419,Ana Laura Abreu,Correia Verde
p2420,Antonella Rodrigues,Cirino dos Dourados
p2421,Raul Campos,Caldeira da Praia
p2422,Sra. Alice da Conceição,Guerra
p2423,Isis da Cunha,Caldeira da Serra
p2424,Arthur Miguel Ramos,Viana das Pedras
p2425,Mirella Lima,Costela do Galho
p2426,Henrique Carvalho,Novaes
p2427,Carolina Cunha,Moreira de Montenegro
p2428,Caio Cunha,Peixoto
p2429,Maria Clara Nogueira,Aragão Grande
p2430,Danilo Vasconcelos,Fernandes da Serra
p2431,Dra. Luísa Porto,Silveira
p2432,Anna Liz Santos,Borges de Pimenta
p2433,Gabriela Vieira,Pires da Serra
p2434,Dr. Paulo da Rosa,Abreu
p2435,Sabrina Albuquerque,Borges
p2436,Maria Helena Monteiro,Mendes Verde
p2437,Henry da Paz,Melo
p2438,Lívia Andrade,Barbosa
p2439,Josué Peixoto,Leão do Amparo
p2440,Joana Ramos,Araújo
p2441,Levi Guerra,Azevedo
p2442,Vitor da Cunha,Campos da Prata
p2443,Miguel Montenegro,Jesus
p2444,Arthur Novais,das Neves Paulista
p2445,Augusto Santos,Mendes
p2446,Luiz Fernando Silveira,Marques do Norte
p2447,Cauã Souza,Cassiano das Flores
p2448,Ana Sophia Novais,Viana
p2449,Benjamim Camargo,Costela
p2450,Guilherme Rios,Casa Grande
p2451,Dra. Lavínia Teixeira,Pereira
p2452,Raul Guerra,Farias da Serra
p2453,Alexandre Brito,Novaes Alegre
p2454,Davi Lucca Camargo,Teixeira
p2455,Lorenzo Camargo,da Costa de Machado
p2456,Sr. João Vitor Marques,Casa Grande de Lima
p2457,Maria Eduarda Lima,Cavalcante das Flores
p2458,Dr. Mateus das Neves,Araújo de Borges
p2459,Cecilia da Conceição,Vargas de Nascimento
p2460,Luísa Oliveira,Mendes
p2461,Sara Moura,Moraes
p2462,Valentim Viana,Azevedo do Sul
p2463,Srta. Valentina Abreu,Castro
p2464,Srta. Allana Pimenta,Leão de Rodrigues
p2465,Pedro Lucas Rocha,Santos do Campo
p2466,Dra. Natália Leão,Fogaça de Goiás
p2467,Mariah da Mota,Câmara de Viana
p2468,Enzo Rodrigues,Melo dos Dourados
p2469,Ian das Neves,Mendes
p2470,Henrique Peixoto,Porto
p2471,José Vargas,Nogueira da Prata
p2472,Rafael Silva,Dias
p2473,Dr. Lorenzo Porto,Nogueira
p2474,Dom Mendonça,Carvalho do Norte
p2475,Sr. João Vitor Porto,Cassiano
p2476,Antony Araújo,Sá do Sul
p2477,Vitória Vieira,da Rosa Verde
p2478,Amanda Abreu,da Cunha
p2479,José Miguel Novaes,Sá
p2480,Luiz Felipe Guerra,Vargas de Ribeiro
p2481,Enrico Barbosa,das Neves
p2482,Lucca Rezende,Montenegro
p2483,Heloisa Araújo,Sá de Azevedo
p2484,Luiz Otávio Andrade,Souza
